"","Project Name","Address","No. of Units","Area (sqm)","Type of Area","Transacted Price ($)","Nett Price($)","Unit Price ($ psm)","Unit Price ($ psf)","Sale Date","Property Type","Tenure","Completion Date","Type of Sale","Purchaser Address Indicator","Postal District","Postal Sector","Postal Code","Planning Region","Planning Area","country","city"
"4878","JADESCAPE","4 Shunfu Road  #01-11",1,94,"Strata",1720700,"-",18305,1701,"14-MAR-2020","Condominium","99 Yrs From 19/06/2018","Uncompleted","New Sale","N.A","20","57","575743","Central Region","Bishan","Singapore","Singapore"
"4879","PARC CANBERRA","7 Canberra Walk  #07-15",1,107,"Strata",1269000,"-",11860,1102,"14-MAR-2020","Executive Condominium","99 Yrs From 10/12/2018","Uncompleted","New Sale","HDB","27","75","757066","North Region","Sembawang","Singapore","Singapore"
"4880","JADESCAPE","4 Shunfu Road  #17-11",1,98,"Strata",1841000,"-",18786,1745,"14-MAR-2020","Condominium","99 Yrs From 19/06/2018","Uncompleted","New Sale","N.A","20","57","575743","Central Region","Bishan","Singapore","Singapore"
"4881","PARC CANBERRA","5 Canberra Walk  #10-12",1,93,"Strata",1133000,"-",12183,1132,"14-MAR-2020","Executive Condominium","99 Yrs From 10/12/2018","Uncompleted","New Sale","N.A","27","75","757065","North Region","Sembawang","Singapore","Singapore"
"4882","DAINTREE RESIDENCE","11L Toh Tuck Road  #02-61",1,98,"Strata",1782000,"-",18184,1689,"14-MAR-2020","Condominium","99 Yrs From 17/07/2017","Uncompleted","New Sale","N.A","21","59","596133","Central Region","Bukit Timah","Singapore","Singapore"
"4883","JADESCAPE","16 Shunfu Road  #20-54",1,71,"Strata",1345900,"-",18956,1761,"14-MAR-2020","Condominium","99 Yrs From 19/06/2018","Uncompleted","New Sale","N.A","20","57","575749","Central Region","Bishan","Singapore","Singapore"
"4884","TREASURE AT TAMPINES","41 Tampines Lane  #04-138",1,115,"Strata",1627000,"-",14148,1314,"14-MAR-2020","Condominium","99 Yrs From 29/11/2018","Uncompleted","New Sale","HDB","18","52","528465","East Region","Tampines","Singapore","Singapore"
"4885","THE JOVELL","13 Flora Drive  #07-11",1,42,"Strata",632000,"-",15048,1398,"14-MAR-2020","Condominium","99 Yrs From 08/03/2018","Uncompleted","New Sale","N.A","17","50","506853","East Region","Pasir Ris","Singapore","Singapore"
"4886","GRANDEUR PARK RESIDENCES","5 Bedok South Avenue 3  #10-26",1,135,"Strata",2225000,"-",16481,1531,"14-MAR-2020","Condominium","99 Yrs From 25/05/2016","Uncompleted","New Sale","Private","16","46","465463","East Region","Bedok","Singapore","Singapore"
"4887","LEEDON GREEN","26 Leedon Heights  #03-01",1,57,"Strata",1707800,"-",29961,2783,"14-MAR-2020","Condominium","Freehold","Uncompleted","New Sale","N.A","10","26","266221","Central Region","Bukit Timah","Singapore","Singapore"
"4888","KANDIS RESIDENCE","2 Kandis Link  #05-06",1,74,"Strata",983100,"-",13285,1234,"14-MAR-2020","Condominium","99 Yrs From 11/07/2016","Uncompleted","New Sale","N.A","27","75","756967","North Region","Sembawang","Singapore","Singapore"
"4889","PARC CANBERRA","19 Canberra Walk  #08-38",1,86,"Strata",1052000,"-",12233,1136,"14-MAR-2020","Executive Condominium","99 Yrs From 10/12/2018","Uncompleted","New Sale","N.A","27","75","756950","North Region","Sembawang","Singapore","Singapore"
"4890","PIERMONT GRAND","28 Sumang Walk  #05-14",1,124,"Strata",1527700,"-",12320,1145,"14-MAR-2020","Executive Condominium","99 Yrs From 04/06/2018","Uncompleted","New Sale","HDB","19","82","828619","North East Region","Punggol","Singapore","Singapore"
"4891","INZ RESIDENCE","74 Choa Chu Kang Avenue 5  #09-28",1,103,"Strata",1086800,"-",10551,980,"13-MAR-2020","Executive Condominium","99 Yrs From 27/11/2015","2019","New Sale","N.A","23","68","688198","West Region","Choa Chu Kang","Singapore","Singapore"
"4892","MEADOWS @ PEIRCE","626 Upper Thomson Road  #04-24",1,118,"Strata",1550000,"-",13136,1220,"13-MAR-2020","Condominium","Freehold","2012","Resale","Private","26","78","787130","North East Region","Ang Mo Kio","Singapore","Singapore"
"4893","THE PALETTE","113 Pasir Ris Grove  #04-40",1,83,"Strata",865500,"-",10428,969,"13-MAR-2020","Condominium","99 Yrs From 20/10/2010","2015","Resale","HDB","18","51","518171","East Region","Pasir Ris","Singapore","Singapore"
"4894","WATERCOLOURS","31 Pasir Ris Link  #04-28",1,85,"Strata",748000,"-",8800,818,"13-MAR-2020","Executive Condominium","99 Yrs From 10/01/2012","2014","Resale","HDB","18","51","518153","East Region","Pasir Ris","Singapore","Singapore"
"4895","TREASURE AT TAMPINES","55 Tampines Lane  #06-194",1,85,"Strata",1137000,"-",13376,1243,"13-MAR-2020","Condominium","99 Yrs From 29/11/2018","Uncompleted","New Sale","Private","18","52","528458","East Region","Tampines","Singapore","Singapore"
"4896","KOVAN RESIDENCES","3A Kovan Road  #02-13",1,83,"Strata",1090000,"-",13133,1220,"13-MAR-2020","Condominium","99 Yrs From 31/12/2007","2011","Resale","HDB","19","54","544918","North East Region","Hougang","Singapore","Singapore"
"4897","D'LEEDON","11 Leedon Heights  #03-29",1,112,"Strata",1800000,"-",16071,1493,"13-MAR-2020","Condominium","99 Yrs From 08/04/2010","2014","Resale","Private","10","26","267955","Central Region","Bukit Timah","Singapore","Singapore"
"4898","HILLSTA","70 Phoenix Road  #19-17",1,112,"Strata",1350000,"-",12054,1120,"13-MAR-2020","Condominium","99 Yrs From 03/10/2011","2016","Resale","HDB","23","66","667973","West Region","Bukit Batok","Singapore","Singapore"
"4899","TREASURE AT TAMPINES","9 Tampines Lane  #02-38",1,82,"Strata",1092000,"-",13317,1237,"13-MAR-2020","Condominium","99 Yrs From 29/11/2018","Uncompleted","New Sale","N.A","18","52","528481","East Region","Tampines","Singapore","Singapore"
"4900","RIVERPARC RESIDENCE","98 Punggol Drive  #07-19",1,115,"Strata",1100000,"-",9565,889,"13-MAR-2020","Executive Condominium","99 Yrs From 27/12/2010","2014","Resale","Private","19","82","828798","North East Region","Punggol","Singapore","Singapore"
"4901","SOUTHAVEN II","31 Hindhede Walk  #01-12",1,171,"Strata",2118000,"-",12386,1151,"13-MAR-2020","Condominium","999 Yrs From 21/06/1877","1999","Resale","Private","21","58","587967","West Region","Bukit Panjang","Singapore","Singapore"
"4902","CARDIFF RESIDENCE","101 Cardiff Grove  #02-07",1,39,"Strata",572000,"-",14667,1363,"13-MAR-2020","Condominium","99 Yrs From 04/11/2011","2014","Resale","HDB","19","55","558961","North East Region","Serangoon","Singapore","Singapore"
"4903","AZALEA PARK CONDOMINIUM","4 Flora Road  #06-04",1,122,"Strata",1105000,"-",9057,841,"13-MAR-2020","Condominium","999 Yrs From 12/10/1885","1996","Resale","Private","17","50","509726","East Region","Pasir Ris","Singapore","Singapore"
"4904","THE INTERLACE","198 Depot Road  #16-34",1,212,"Strata",3e+06,"-",14151,1315,"13-MAR-2020","Condominium","99 Yrs From 11/02/2009","2013","Resale","Private","04","10","109693","Central Region","Bukit Merah","Singapore","Singapore"
"4905","THE EDEN AT TAMPINES","23 Tampines Street 34  #03-12",1,126,"Strata",1060000,"-",8413,782,"13-MAR-2020","Executive Condominium","99 Yrs From 12/09/2000","2003","Resale","Private","18","52","529233","East Region","Tampines","Singapore","Singapore"
"4906","PARC BOTANNIA","10 Fernvale Street  #20-05",1,62,"Strata",963330,"-",15538,1443,"13-MAR-2020","Condominium","99 Yrs From 28/12/2016","Uncompleted","New Sale","N.A","28","79","797390","North East Region","Sengkang","Singapore","Singapore"
"4907","CLEMENTI PARK","115 Sunset Way  #01-04",1,81,"Strata",1180000,"-",14568,1353,"13-MAR-2020","Condominium","Freehold","1983","Resale","HDB","21","59","597149","West Region","Clementi","Singapore","Singapore"
"4908","THE ARTE","21 Jalan Raja Udang  #09-03",1,142,"Strata",1950000,"-",13732,1276,"13-MAR-2020","Condominium","Freehold","2010","Resale","HDB","12","32","329215","Central Region","Novena","Singapore","Singapore"
"4909","THE PALETTE","123 Pasir Ris Grove  #10-67",1,70,"Strata",838000,"-",11971,1112,"13-MAR-2020","Condominium","99 Yrs From 20/10/2010","2015","Resale","Private","18","51","518176","East Region","Pasir Ris","Singapore","Singapore"
"4910","THE TRE VER","68 Potong Pasir Avenue 1  #03-34",1,69,"Strata",1212000,"-",17565,1632,"13-MAR-2020","Condominium","99 Yrs From 27/03/2018","Uncompleted","New Sale","N.A","13","35","358395","Central Region","Toa Payoh","Singapore","Singapore"
"4911","THE ESPARIS","7A Pasir Ris Drive 4  #04-08",1,123,"Strata",1e+06,"-",8130,755,"13-MAR-2020","Executive Condominium","99 Yrs From 21/01/2002","2005","Resale","HDB","18","51","519460","East Region","Pasir Ris","Singapore","Singapore"
"4912","MELVILLE PARK","26 Simei Street 1  #06-11",1,92,"Strata",735000,"-",7989,742,"13-MAR-2020","Condominium","99 Yrs From 01/09/1992","1996","Resale","Private","18","52","529947","East Region","Tampines","Singapore","Singapore"
"4913","BARTLEY RIDGE","38 Mount Vernon Road  #15-25",1,108,"Strata",1530000,"-",14167,1316,"13-MAR-2020","Condominium","99 Yrs From 16/04/2012","2016","Resale","HDB","13","36","368059","Central Region","Toa Payoh","Singapore","Singapore"
"4914","MARINA COLLECTION","17 Cove Drive  #04-31",1,439,"Strata",7500000,"-",17084,1587,"13-MAR-2020","Condominium","99 Yrs From 03/01/2007","2011","Resale","Private","04","09","098329","Central Region","Southern Islands","Singapore","Singapore"
"4915","THE QUINTET","38 Choa Chu Kang Street 64  #16-05",1,120,"Strata",968000,"-",8067,749,"13-MAR-2020","Executive Condominium","99 Yrs From 22/01/2003","2006","Resale","Private","23","68","689102","West Region","Choa Chu Kang","Singapore","Singapore"
"4916","RIVERBANK @ FERNVALE","15 Fernvale Close  #01-23",1,94,"Strata",1130000,"-",12021,1117,"13-MAR-2020","Condominium","99 Yrs From 10/07/2013","2017","Resale","HDB","28","79","797477","North East Region","Sengkang","Singapore","Singapore"
"4917","ARDMORE PARK","15 Ardmore Park  #06-01",1,268,"Strata",8350000,"-",31157,2895,"13-MAR-2020","Condominium","Freehold","2001","Resale","Private","10","25","259959","Central Region","Newton","Singapore","Singapore"
"4918","THE BELVEDERE","51 Meyer Road  #07-02",1,127,"Strata",2360000,"-",18583,1726,"13-MAR-2020","Condominium","Freehold","2007","Resale","Private","15","43","437874","Central Region","Marine Parade","Singapore","Singapore"
"4919","LEEDON GREEN","34 Leedon Heights  #07-36",1,65,"Strata",1883100,"-",28971,2691,"13-MAR-2020","Condominium","Freehold","Uncompleted","New Sale","N.A","10","26","266076","Central Region","Bukit Timah","Singapore","Singapore"
"4920","LAKEVILLE","3 Jurong Lake Link  #16-14",1,87,"Strata",1450000,"-",16667,1548,"13-MAR-2020","Condominium","99 Yrs From 30/04/2013","2017","Resale","Private","22","64","648161","West Region","Jurong West","Singapore","Singapore"
"4921","LINCOLN SUITES","1 Khiang Guan Avenue  #16-01",1,167,"Strata",3700000,"-",22156,2058,"13-MAR-2020","Condominium","Freehold","2014","Resale","Private","11","30","308380","Central Region","Novena","Singapore","Singapore"
"4922","MONT BOTANIK RESIDENCE","2K Jalan Remaja  #10-02",1,88,"Strata",1664900,"-",18919,1758,"13-MAR-2020","Condominium","Freehold","Uncompleted","New Sale","N.A","23","66","668728","West Region","Bukit Batok","Singapore","Singapore"
"4923","MONTEREY PARK CONDOMINIUM","25 West Coast Rise  #08-05",1,121,"Strata",1550000,"-",12810,1190,"13-MAR-2020","Condominium","999 Yrs From 21/02/1885","2005","Resale","Private","05","12","127468","West Region","Clementi","Singapore","Singapore"
"4924","PARC CANBERRA","1 Canberra Walk  #07-04",1,86,"Strata",1031000,"-",11988,1114,"13-MAR-2020","Executive Condominium","99 Yrs From 10/12/2018","Uncompleted","New Sale","N.A","27","75","757063","North Region","Sembawang","Singapore","Singapore"
"4925","THE CALROSE","517 Yio Chu Kang Road  #05-73",1,256,"Strata",3068000,"-",11984,1113,"13-MAR-2020","Condominium","Freehold","2007","Resale","Private","26","78","787084","North East Region","Ang Mo Kio","Singapore","Singapore"
"4926","NUOVO","23 Ang Mo Kio Avenue 9  #09-09",1,119,"Strata",1165000,"-",9790,910,"13-MAR-2020","Executive Condominium","99 Yrs From 02/05/2001","2004","Resale","Private","20","56","569787","North East Region","Ang Mo Kio","Singapore","Singapore"
"4927","THE SHORE RESIDENCES","87 Amber Road  #02-23",1,86,"Strata",1450000,"-",16860,1566,"13-MAR-2020","Condominium","103 Yrs From 18/08/2009","2014","Resale","Private","15","43","439897","Central Region","Marine Parade","Singapore","Singapore"
"4928","THOMSON VIEW CONDOMINIUM","7 Bright Hill Drive  #18-07",1,188,"Strata",1940000,"-",10319,959,"12-MAR-2020","Condominium","99 Yrs From 07/04/1975","1987","Resale","HDB","20","57","579599","Central Region","Bishan","Singapore","Singapore"
"4929","EDELWEISS PARK CONDOMINIUM","96 Flora Road  #03-54",1,124,"Strata",1100000,"-",8871,824,"12-MAR-2020","Condominium","Freehold","2006","Resale","HDB","17","50","507007","East Region","Pasir Ris","Singapore","Singapore"
